t              pw-in-box.fdtd_after_Ex_3_3_5.dat       incid
   0.13496239001375976E-007  -0.231023449E-006   0.000000000E+000
   0.13511645666902661E-007  -0.231023478E-006   0.000000000E+000
   0.13527052332429346E-007  -0.231023435E-006   0.000000000E+000
   0.13542458997956031E-007  -0.231023421E-006   0.000000000E+000
   0.13557865663482715E-007  -0.231023492E-006   0.000000000E+000
   0.13573272329009400E-007  -0.231023520E-006   0.000000000E+000
   0.13588678994536085E-007  -0.231023478E-006   0.000000000E+000
   0.13604085660062770E-007  -0.231023421E-006   0.000000000E+000
   0.13619492325589455E-007  -0.231023421E-006   0.000000000E+000
   0.13634898991116140E-007  -0.231023449E-006   0.000000000E+000
   0.13650305656642825E-007  -0.231023463E-006   0.000000000E+000
   0.13665712322169510E-007  -0.231023449E-006   0.000000000E+000
   0.13681118987696195E-007  -0.231023435E-006   0.000000000E+000
   0.13696525653222880E-007  -0.231023449E-006   0.000000000E+000
   0.13711932318749565E-007  -0.231023463E-006   0.000000000E+000
   0.13727338984276249E-007  -0.231023463E-006   0.000000000E+000
   0.13742745649802934E-007  -0.231023449E-006   0.000000000E+000
   0.13758152315329619E-007  -0.231023435E-006   0.000000000E+000
   0.13773558980856304E-007  -0.231023463E-006   0.000000000E+000
   0.13788965646382989E-007  -0.231023492E-006   0.000000000E+000
   0.13804372311909674E-007  -0.231023449E-006   0.000000000E+000
   0.13819778977436359E-007  -0.231023421E-006   0.000000000E+000
   0.13835185642963044E-007  -0.231023463E-006   0.000000000E+000
   0.13850592308489729E-007  -0.231023506E-006   0.000000000E+000
   0.13865998974016414E-007  -0.231023492E-006   0.000000000E+000
   0.13881405639543098E-007  -0.231023478E-006   0.000000000E+000
   0.13896812305069783E-007  -0.231023463E-006   0.000000000E+000
   0.13912218970596468E-007  -0.231023463E-006   0.000000000E+000
   0.13927625636123153E-007  -0.231023463E-006   0.000000000E+000
   0.13943032301649838E-007  -0.231023478E-006   0.000000000E+000
   0.13958438967176523E-007  -0.231023478E-006   0.000000000E+000
   0.13973845632703208E-007  -0.231023492E-006   0.000000000E+000
   0.13989252298229893E-007  -0.231023535E-006   0.000000000E+000
   0.14004658963756578E-007  -0.231023506E-006   0.000000000E+000
   0.14020065629283263E-007  -0.231023407E-006   0.000000000E+000
   0.14035472294809948E-007  -0.231023407E-006   0.000000000E+000
   0.14050878960336632E-007  -0.231023492E-006   0.000000000E+000
   0.14066285625863317E-007  -0.231023535E-006   0.000000000E+000
   0.14081692291390002E-007  -0.231023506E-006   0.000000000E+000
   0.14097098956916687E-007  -0.231023506E-006   0.000000000E+000
   0.14112505622443372E-007  -0.231023520E-006   0.000000000E+000
   0.14127912287970057E-007  -0.231023492E-006   0.000000000E+000
   0.14143318953496742E-007  -0.231023449E-006   0.000000000E+000
   0.14158725619023427E-007  -0.231023463E-006   0.000000000E+000
   0.14174132284550112E-007  -0.231023492E-006   0.000000000E+000
   0.14189538950076797E-007  -0.231023520E-006   0.000000000E+000
   0.14204945615603481E-007  -0.231023478E-006   0.000000000E+000
   0.14220352281130166E-007  -0.231023449E-006   0.000000000E+000
   0.14235758946656851E-007  -0.231023463E-006   0.000000000E+000
   0.14251165612183536E-007  -0.231023492E-006   0.000000000E+000
   0.14266572277710221E-007  -0.231023506E-006   0.000000000E+000
   0.14281978943236906E-007  -0.231023506E-006   0.000000000E+000
   0.14297385608763591E-007  -0.231023535E-006   0.000000000E+000
   0.14312792274290276E-007  -0.231023520E-006   0.000000000E+000
   0.14328198939816961E-007  -0.231023478E-006   0.000000000E+000
   0.14343605605343646E-007  -0.231023478E-006   0.000000000E+000
   0.14359012270870330E-007  -0.231023492E-006   0.000000000E+000
   0.14374418936397015E-007  -0.231023492E-006   0.000000000E+000
   0.14389825601923700E-007  -0.231023492E-006   0.000000000E+000
   0.14405232267450385E-007  -0.231023478E-006   0.000000000E+000
   0.14420638932977070E-007  -0.231023478E-006   0.000000000E+000
   0.14436045598503755E-007  -0.231023492E-006   0.000000000E+000
   0.14451452264030440E-007  -0.231023492E-006   0.000000000E+000
   0.14466858929557125E-007  -0.231023463E-006   0.000000000E+000
   0.14482265595083810E-007  -0.231023463E-006   0.000000000E+000
   0.14497672260610495E-007  -0.231023506E-006   0.000000000E+000
   0.14513078926137180E-007  -0.231023492E-006   0.000000000E+000
   0.14528485591663864E-007  -0.231023435E-006   0.000000000E+000
   0.14543892257190549E-007  -0.231023435E-006   0.000000000E+000
   0.14559298922717234E-007  -0.231023492E-006   0.000000000E+000
   0.14574705588243919E-007  -0.231023520E-006   0.000000000E+000
   0.14590112253770604E-007  -0.231023463E-006   0.000000000E+000
   0.14605518919297289E-007  -0.231023421E-006   0.000000000E+000
   0.14620925584823974E-007  -0.231023435E-006   0.000000000E+000
   0.14636332250350659E-007  -0.231023463E-006   0.000000000E+000
   0.14651738915877344E-007  -0.231023449E-006   0.000000000E+000
   0.14667145581404029E-007  -0.231023478E-006   0.000000000E+000
   0.14682552246930713E-007  -0.231023492E-006   0.000000000E+000
   0.14697958912457398E-007  -0.231023478E-006   0.000000000E+000
   0.14713365577984083E-007  -0.231023435E-006   0.000000000E+000
   0.14728772243510768E-007  -0.231023435E-006   0.000000000E+000
   0.14744178909037453E-007  -0.231023435E-006   0.000000000E+000
   0.14759585574564138E-007  -0.231023435E-006   0.000000000E+000
   0.14774992240090823E-007  -0.231023449E-006   0.000000000E+000
   0.14790398905617508E-007  -0.231023478E-006   0.000000000E+000
   0.14805805571144193E-007  -0.231023478E-006   0.000000000E+000
   0.14821212236670878E-007  -0.231023449E-006   0.000000000E+000
   0.14836618902197563E-007  -0.231023435E-006   0.000000000E+000
   0.14852025567724247E-007  -0.231023463E-006   0.000000000E+000
   0.14867432233250932E-007  -0.231023463E-006   0.000000000E+000
   0.14882838898777617E-007  -0.231023421E-006   0.000000000E+000
   0.14898245564304302E-007  -0.231023435E-006   0.000000000E+000
   0.14913652229830987E-007  -0.231023492E-006   0.000000000E+000
   0.14929058895357672E-007  -0.231023478E-006   0.000000000E+000
   0.14944465560884357E-007  -0.231023421E-006   0.000000000E+000
   0.14959872226411042E-007  -0.231023421E-006   0.000000000E+000
   0.14975278891937727E-007  -0.231023492E-006   0.000000000E+000
   0.14990685557464412E-007  -0.231023506E-006   0.000000000E+000
   0.15006092222991096E-007  -0.231023463E-006   0.000000000E+000
   0.15021498888517781E-007  -0.231023435E-006   0.000000000E+000
   0.15036905554044466E-007  -0.231023449E-006   0.000000000E+000
   0.15052312219571151E-007  -0.231023421E-006   0.000000000E+000
   0.15067718885097836E-007  -0.231023407E-006   0.000000000E+000
   0.15083125550624521E-007  -0.231023449E-006   0.000000000E+000
   0.15098532216151206E-007  -0.231023492E-006   0.000000000E+000
   0.15113938881677891E-007  -0.231023478E-006   0.000000000E+000
   0.15129345547204576E-007  -0.231023435E-006   0.000000000E+000
   0.15144752212731261E-007  -0.231023421E-006   0.000000000E+000
   0.15160158878257946E-007  -0.231023449E-006   0.000000000E+000
   0.15175565543784630E-007  -0.231023478E-006   0.000000000E+000
   0.15190972209311315E-007  -0.231023463E-006   0.000000000E+000
   0.15206378874838000E-007  -0.231023463E-006   0.000000000E+000
   0.15221785540364685E-007  -0.231023435E-006   0.000000000E+000
   0.15237192205891370E-007  -0.231023421E-006   0.000000000E+000
   0.15252598871418055E-007  -0.231023407E-006   0.000000000E+000
   0.15268005536944740E-007  -0.231023435E-006   0.000000000E+000
   0.15283412202471425E-007  -0.231023478E-006   0.000000000E+000
   0.15298818867998110E-007  -0.231023492E-006   0.000000000E+000
   0.15314225533524795E-007  -0.231023407E-006   0.000000000E+000
   0.15329632199051479E-007  -0.231023336E-006   0.000000000E+000
   0.15345038864578164E-007  -0.231023407E-006   0.000000000E+000
   0.15360445530104849E-007  -0.231023520E-006   0.000000000E+000
   0.15375852195631534E-007  -0.231023520E-006   0.000000000E+000
   0.15391258861158219E-007  -0.231023435E-006   0.000000000E+000
   0.15406665526684904E-007  -0.231023392E-006   0.000000000E+000
   0.15422072192211589E-007  -0.231023421E-006   0.000000000E+000
   0.15437478857738274E-007  -0.231023463E-006   0.000000000E+000
   0.15452885523264959E-007  -0.231023492E-006   0.000000000E+000
   0.15468292188791644E-007  -0.231023506E-006   0.000000000E+000
   0.15483698854318328E-007  -0.231023463E-006   0.000000000E+000
   0.15499105519845013E-007  -0.231023378E-006   0.000000000E+000
   0.15514512185371698E-007  -0.231023392E-006   0.000000000E+000
   0.15529918850898383E-007  -0.231023463E-006   0.000000000E+000
   0.15545325516425068E-007  -0.231023520E-006   0.000000000E+000
   0.15560732181951753E-007  -0.231023478E-006   0.000000000E+000
   0.15576138847478438E-007  -0.231023421E-006   0.000000000E+000
   0.15591545513005123E-007  -0.231023421E-006   0.000000000E+000
   0.15606952178531808E-007  -0.231023435E-006   0.000000000E+000
   0.15622358844058493E-007  -0.231023435E-006   0.000000000E+000
   0.15637765509585178E-007  -0.231023449E-006   0.000000000E+000
   0.15653172175111862E-007  -0.231023478E-006   0.000000000E+000
   0.15668578840638547E-007  -0.231023449E-006   0.000000000E+000
   0.15683985506165232E-007  -0.231023449E-006   0.000000000E+000
   0.15699392171691917E-007  -0.231023478E-006   0.000000000E+000
   0.15714798837218602E-007  -0.231023478E-006   0.000000000E+000
   0.15730205502745287E-007  -0.231023435E-006   0.000000000E+000
   0.15745612168271972E-007  -0.231023407E-006   0.000000000E+000
   0.15761018833798657E-007  -0.231023449E-006   0.000000000E+000
   0.15776425499325342E-007  -0.231023506E-006   0.000000000E+000
   0.15791832164852027E-007  -0.231023492E-006   0.000000000E+000
   0.15807238830378711E-007  -0.231023478E-006   0.000000000E+000
   0.15822645495905396E-007  -0.231023478E-006   0.000000000E+000
   0.15838052161432081E-007  -0.231023463E-006   0.000000000E+000
   0.15853458826958766E-007  -0.231023463E-006   0.000000000E+000
   0.15868865492485451E-007  -0.231023478E-006   0.000000000E+000
   0.15884272158012136E-007  -0.231023492E-006   0.000000000E+000
   0.15899678823538821E-007  -0.231023463E-006   0.000000000E+000
   0.15915085489065506E-007  -0.231023435E-006   0.000000000E+000
   0.15930492154592191E-007  -0.231023449E-006   0.000000000E+000
   0.15945898820118876E-007  -0.231023478E-006   0.000000000E+000
   0.15961305485645561E-007  -0.231023478E-006   0.000000000E+000
   0.15976712151172245E-007  -0.231023478E-006   0.000000000E+000
   0.15992118816698930E-007  -0.231023492E-006   0.000000000E+000
   0.16007525482225615E-007  -0.231023463E-006   0.000000000E+000
   0.16022932147752300E-007  -0.231023421E-006   0.000000000E+000
   0.16038338813278985E-007  -0.231023421E-006   0.000000000E+000
   0.16053745478805670E-007  -0.231023492E-006   0.000000000E+000
   0.16069152144332355E-007  -0.231023535E-006   0.000000000E+000
   0.16084558809859040E-007  -0.231023463E-006   0.000000000E+000
   0.16099965475385725E-007  -0.231023407E-006   0.000000000E+000
   0.16115372140912410E-007  -0.231023407E-006   0.000000000E+000
   0.16130778806439094E-007  -0.231023463E-006   0.000000000E+000
   0.16146185471965779E-007  -0.231023492E-006   0.000000000E+000
   0.16161592137492464E-007  -0.231023506E-006   0.000000000E+000
   0.16176998803019149E-007  -0.231023463E-006   0.000000000E+000
   0.16192405468545834E-007  -0.231023435E-006   0.000000000E+000
   0.16207812134072519E-007  -0.231023435E-006   0.000000000E+000
   0.16223218799599204E-007  -0.231023435E-006   0.000000000E+000
   0.16238625465125889E-007  -0.231023449E-006   0.000000000E+000
   0.16254032130652574E-007  -0.231023506E-006   0.000000000E+000
   0.16269438796179259E-007  -0.231023506E-006   0.000000000E+000
   0.16284845461705943E-007  -0.231023449E-006   0.000000000E+000
   0.16300252127232628E-007  -0.231023435E-006   0.000000000E+000
   0.16315658792759313E-007  -0.231023463E-006   0.000000000E+000
   0.16331065458285998E-007  -0.231023478E-006   0.000000000E+000
   0.16346472123812683E-007  -0.231023463E-006   0.000000000E+000
   0.16361878789339368E-007  -0.231023449E-006   0.000000000E+000
   0.16377285454866053E-007  -0.231023478E-006   0.000000000E+000
   0.16392692120392738E-007  -0.231023492E-006   0.000000000E+000
   0.16408098785919423E-007  -0.231023492E-006   0.000000000E+000
   0.16423505451446108E-007  -0.231023506E-006   0.000000000E+000
   0.16438912116972793E-007  -0.231023492E-006   0.000000000E+000
   0.16454318782499477E-007  -0.231023492E-006   0.000000000E+000
   0.16469725448026162E-007  -0.231023492E-006   0.000000000E+000
   0.16485132113552847E-007  -0.231023492E-006   0.000000000E+000
   0.16500538779079532E-007  -0.231023478E-006   0.000000000E+000
   0.16515945444606217E-007  -0.231023506E-006   0.000000000E+000
   0.16531352110132902E-007  -0.231023492E-006   0.000000000E+000
   0.16546758775659587E-007  -0.231023449E-006   0.000000000E+000
   0.16562165441186272E-007  -0.231023449E-006   0.000000000E+000
   0.16577572106712957E-007  -0.231023478E-006   0.000000000E+000
   0.16592978772239642E-007  -0.231023492E-006   0.000000000E+000
   0.16608385437766326E-007  -0.231023478E-006   0.000000000E+000
   0.16623792103293011E-007  -0.231023463E-006   0.000000000E+000
   0.16639198768819696E-007  -0.231023492E-006   0.000000000E+000
   0.16654605434346381E-007  -0.231023492E-006   0.000000000E+000
   0.16670012099873066E-007  -0.231023463E-006   0.000000000E+000
   0.16685418765399751E-007  -0.231023435E-006   0.000000000E+000
   0.16700825430926436E-007  -0.231023463E-006   0.000000000E+000
   0.16716232096453121E-007  -0.231023492E-006   0.000000000E+000
   0.16731638761979806E-007  -0.231023492E-006   0.000000000E+000
   0.16747045427506491E-007  -0.231023478E-006   0.000000000E+000
   0.16762452093033176E-007  -0.231023435E-006   0.000000000E+000
   0.16777858758559860E-007  -0.231023449E-006   0.000000000E+000
   0.16793265424086545E-007  -0.231023492E-006   0.000000000E+000
   0.16808672089613230E-007  -0.231023506E-006   0.000000000E+000
   0.16824078755139915E-007  -0.231023463E-006   0.000000000E+000
   0.16839485420666600E-007  -0.231023407E-006   0.000000000E+000
   0.16854892086193285E-007  -0.231023449E-006   0.000000000E+000
   0.16870298751719970E-007  -0.231023492E-006   0.000000000E+000
   0.16885705417246655E-007  -0.231023463E-006   0.000000000E+000
   0.16901112082773340E-007  -0.231023421E-006   0.000000000E+000
   0.16916518748300025E-007  -0.231023449E-006   0.000000000E+000
   0.16931925413826709E-007  -0.231023492E-006   0.000000000E+000
   0.16947332079353394E-007  -0.231023478E-006   0.000000000E+000
   0.16962738744880079E-007  -0.231023421E-006   0.000000000E+000
   0.16978145410406764E-007  -0.231023421E-006   0.000000000E+000
   0.16993552075933449E-007  -0.231023449E-006   0.000000000E+000
   0.17008958741460134E-007  -0.231023449E-006   0.000000000E+000
   0.17024365406986819E-007  -0.231023478E-006   0.000000000E+000
   0.17039772072513504E-007  -0.231023506E-006   0.000000000E+000
   0.17055178738040189E-007  -0.231023449E-006   0.000000000E+000
   0.17070585403566874E-007  -0.231023392E-006   0.000000000E+000
   0.17085992069093558E-007  -0.231023421E-006   0.000000000E+000
   0.17101398734620243E-007  -0.231023492E-006   0.000000000E+000
   0.17116805400146928E-007  -0.231023478E-006   0.000000000E+000
   0.17132212065673613E-007  -0.231023449E-006   0.000000000E+000
   0.17147618731200298E-007  -0.231023449E-006   0.000000000E+000
   0.17163025396726983E-007  -0.231023478E-006   0.000000000E+000
   0.17178432062253668E-007  -0.231023478E-006   0.000000000E+000
   0.17193838727780353E-007  -0.231023463E-006   0.000000000E+000
   0.17209245393307038E-007  -0.231023449E-006   0.000000000E+000
   0.17224652058833723E-007  -0.231023463E-006   0.000000000E+000
   0.17240058724360408E-007  -0.231023492E-006   0.000000000E+000
   0.17255465389887092E-007  -0.231023463E-006   0.000000000E+000
   0.17270872055413777E-007  -0.231023407E-006   0.000000000E+000
   0.17286278720940462E-007  -0.231023421E-006   0.000000000E+000
   0.17301685386467147E-007  -0.231023506E-006   0.000000000E+000
   0.17317092051993832E-007  -0.231023506E-006   0.000000000E+000
   0.17332498717520517E-007  -0.231023421E-006   0.000000000E+000
   0.17347905383047202E-007  -0.231023378E-006   0.000000000E+000
   0.17363312048573887E-007  -0.231023435E-006   0.000000000E+000
   0.17378718714100572E-007  -0.231023535E-006   0.000000000E+000
   0.17394125379627257E-007  -0.231023520E-006   0.000000000E+000
   0.17409532045153941E-007  -0.231023407E-006   0.000000000E+000
   0.17424938710680626E-007  -0.231023392E-006   0.000000000E+000
   0.17440345376207311E-007  -0.231023478E-006   0.000000000E+000
   0.17455752041733996E-007  -0.231023478E-006   0.000000000E+000
   0.17471158707260681E-007  -0.231023435E-006   0.000000000E+000
   0.17486565372787366E-007  -0.231023407E-006   0.000000000E+000
   0.17501972038314051E-007  -0.231023407E-006   0.000000000E+000
   0.17517378703840736E-007  -0.231023435E-006   0.000000000E+000
   0.17532785369367421E-007  -0.231023492E-006   0.000000000E+000
   0.17548192034894106E-007  -0.231023492E-006   0.000000000E+000
   0.17563598700420791E-007  -0.231023449E-006   0.000000000E+000
   0.17579005365947475E-007  -0.231023407E-006   0.000000000E+000
   0.17594412031474160E-007  -0.231023435E-006   0.000000000E+000
   0.17609818697000845E-007  -0.231023449E-006   0.000000000E+000
   0.17625225362527530E-007  -0.231023449E-006   0.000000000E+000
   0.17640632028054215E-007  -0.231023463E-006   0.000000000E+000
   0.17656038693580900E-007  -0.231023435E-006   0.000000000E+000
   0.17671445359107585E-007  -0.231023421E-006   0.000000000E+000
   0.17686852024634270E-007  -0.231023435E-006   0.000000000E+000
   0.17702258690160955E-007  -0.231023449E-006   0.000000000E+000
   0.17717665355687640E-007  -0.231023421E-006   0.000000000E+000
   0.17733072021214324E-007  -0.231023421E-006   0.000000000E+000
   0.17748478686741009E-007  -0.231023492E-006   0.000000000E+000
   0.17763885352267694E-007  -0.231023478E-006   0.000000000E+000
   0.17779292017794379E-007  -0.231023407E-006   0.000000000E+000
   0.17794698683321064E-007  -0.231023407E-006   0.000000000E+000
   0.17810105348847749E-007  -0.231023449E-006   0.000000000E+000
   0.17825512014374434E-007  -0.231023478E-006   0.000000000E+000
   0.17840918679901119E-007  -0.231023463E-006   0.000000000E+000
   0.17856325345427804E-007  -0.231023392E-006   0.000000000E+000
   0.17871732010954489E-007  -0.231023364E-006   0.000000000E+000
   0.17887138676481174E-007  -0.231023478E-006   0.000000000E+000
   0.17902545342007858E-007  -0.231023549E-006   0.000000000E+000
   0.17917952007534543E-007  -0.231023463E-006   0.000000000E+000
   0.17933358673061228E-007  -0.231023364E-006   0.000000000E+000
   0.17948765338587913E-007  -0.231023435E-006   0.000000000E+000
   0.17964172004114598E-007  -0.231023506E-006   0.000000000E+000
   0.17979578669641283E-007  -0.231023449E-006   0.000000000E+000
   0.17994985335167968E-007  -0.231023435E-006   0.000000000E+000
   0.18010392000694653E-007  -0.231023492E-006   0.000000000E+000
   0.18025798666221338E-007  -0.231023478E-006   0.000000000E+000
   0.18041205331748023E-007  -0.231023392E-006   0.000000000E+000
   0.18056611997274707E-007  -0.231023407E-006   0.000000000E+000
   0.18072018662801392E-007  -0.231023463E-006   0.000000000E+000
   0.18087425328328077E-007  -0.231023478E-006   0.000000000E+000
   0.18102831993854762E-007  -0.231023463E-006   0.000000000E+000
   0.18118238659381447E-007  -0.231023463E-006   0.000000000E+000
   0.18133645324908132E-007  -0.231023449E-006   0.000000000E+000
   0.18149051990434817E-007  -0.231023449E-006   0.000000000E+000
   0.18164458655961502E-007  -0.231023463E-006   0.000000000E+000
   0.18179865321488187E-007  -0.231023463E-006   0.000000000E+000
   0.18195271987014872E-007  -0.231023435E-006   0.000000000E+000
   0.18210678652541556E-007  -0.231023435E-006   0.000000000E+000
   0.18226085318068241E-007  -0.231023478E-006   0.000000000E+000
   0.18241491983594926E-007  -0.231023492E-006   0.000000000E+000
   0.18256898649121611E-007  -0.231023435E-006   0.000000000E+000
   0.18272305314648296E-007  -0.231023421E-006   0.000000000E+000
   0.18287711980174981E-007  -0.231023463E-006   0.000000000E+000
   0.18303118645701666E-007  -0.231023492E-006   0.000000000E+000
   0.18318525311228351E-007  -0.231023449E-006   0.000000000E+000
   0.18333931976755036E-007  -0.231023407E-006   0.000000000E+000
   0.18349338642281721E-007  -0.231023463E-006   0.000000000E+000
   0.18364745307808406E-007  -0.231023492E-006   0.000000000E+000
   0.18380151973335090E-007  -0.231023449E-006   0.000000000E+000
   0.18395558638861775E-007  -0.231023421E-006   0.000000000E+000
   0.18410965304388460E-007  -0.231023478E-006   0.000000000E+000
   0.18426371969915145E-007  -0.231023520E-006   0.000000000E+000
   0.18441778635441830E-007  -0.231023478E-006   0.000000000E+000
   0.18457185300968515E-007  -0.231023435E-006   0.000000000E+000
   0.18472591966495200E-007  -0.231023449E-006   0.000000000E+000
   0.18487998632021885E-007  -0.231023520E-006   0.000000000E+000
   0.18503405297548570E-007  -0.231023520E-006   0.000000000E+000
   0.18518811963075255E-007  -0.231023435E-006   0.000000000E+000
   0.18534218628601939E-007  -0.231023421E-006   0.000000000E+000
   0.18549625294128624E-007  -0.231023478E-006   0.000000000E+000
   0.18565031959655309E-007  -0.231023506E-006   0.000000000E+000
   0.18580438625181994E-007  -0.231023449E-006   0.000000000E+000
   0.18595845290708679E-007  -0.231023435E-006   0.000000000E+000
   0.18611251956235364E-007  -0.231023478E-006   0.000000000E+000
   0.18626658621762049E-007  -0.231023506E-006   0.000000000E+000
   0.18642065287288734E-007  -0.231023478E-006   0.000000000E+000
   0.18657471952815419E-007  -0.231023478E-006   0.000000000E+000
   0.18672878618342104E-007  -0.231023492E-006   0.000000000E+000
   0.18688285283868789E-007  -0.231023463E-006   0.000000000E+000
   0.18703691949395473E-007  -0.231023435E-006   0.000000000E+000
   0.18719098614922158E-007  -0.231023449E-006   0.000000000E+000
   0.18734505280448843E-007  -0.231023463E-006   0.000000000E+000
   0.18749911945975528E-007  -0.231023478E-006   0.000000000E+000
   0.18765318611502213E-007  -0.231023435E-006   0.000000000E+000
   0.18780725277028898E-007  -0.231023421E-006   0.000000000E+000
   0.18796131942555583E-007  -0.231023449E-006   0.000000000E+000
   0.18811538608082268E-007  -0.231023506E-006   0.000000000E+000
   0.18826945273608953E-007  -0.231023478E-006   0.000000000E+000
   0.18842351939135638E-007  -0.231023407E-006   0.000000000E+000
   0.18857758604662322E-007  -0.231023392E-006   0.000000000E+000
   0.18873165270189007E-007  -0.231023449E-006   0.000000000E+000
   0.18888571935715692E-007  -0.231023506E-006   0.000000000E+000
   0.18903978601242377E-007  -0.231023463E-006   0.000000000E+000
   0.18919385266769062E-007  -0.231023392E-006   0.000000000E+000
   0.18934791932295747E-007  -0.231023435E-006   0.000000000E+000
   0.18950198597822432E-007  -0.231023478E-006   0.000000000E+000
   0.18965605263349117E-007  -0.231023463E-006   0.000000000E+000
   0.18981011928875802E-007  -0.231023435E-006   0.000000000E+000
   0.18996418594402487E-007  -0.231023463E-006   0.000000000E+000
   0.19011825259929171E-007  -0.231023463E-006   0.000000000E+000
   0.19027231925455856E-007  -0.231023421E-006   0.000000000E+000
   0.19042638590982541E-007  -0.231023407E-006   0.000000000E+000
   0.19058045256509226E-007  -0.231023421E-006   0.000000000E+000
   0.19073451922035911E-007  -0.231023449E-006   0.000000000E+000
   0.19088858587562596E-007  -0.231023463E-006   0.000000000E+000
   0.19104265253089281E-007  -0.231023463E-006   0.000000000E+000
   0.19119671918615966E-007  -0.231023449E-006   0.000000000E+000
   0.19135078584142651E-007  -0.231023435E-006   0.000000000E+000
   0.19150485249669336E-007  -0.231023435E-006   0.000000000E+000
   0.19165891915196021E-007  -0.231023449E-006   0.000000000E+000
   0.19181298580722705E-007  -0.231023463E-006   0.000000000E+000
   0.19196705246249390E-007  -0.231023449E-006   0.000000000E+000
   0.19212111911776075E-007  -0.231023449E-006   0.000000000E+000
   0.19227518577302760E-007  -0.231023435E-006   0.000000000E+000
   0.19242925242829445E-007  -0.231023435E-006   0.000000000E+000
   0.19258331908356130E-007  -0.231023435E-006   0.000000000E+000
   0.19273738573882815E-007  -0.231023435E-006   0.000000000E+000
   0.19289145239409500E-007  -0.231023435E-006   0.000000000E+000
   0.19304551904936185E-007  -0.231023435E-006   0.000000000E+000
   0.19319958570462870E-007  -0.231023463E-006   0.000000000E+000
   0.19335365235989554E-007  -0.231023463E-006   0.000000000E+000
   0.19350771901516239E-007  -0.231023407E-006   0.000000000E+000
   0.19366178567042924E-007  -0.231023378E-006   0.000000000E+000
   0.19381585232569609E-007  -0.231023421E-006   0.000000000E+000
   0.19396991898096294E-007  -0.231023463E-006   0.000000000E+000
   0.19412398563622979E-007  -0.231023449E-006   0.000000000E+000
   0.19427805229149664E-007  -0.231023407E-006   0.000000000E+000
   0.19443211894676349E-007  -0.231023392E-006   0.000000000E+000
   0.19458618560203034E-007  -0.231023435E-006   0.000000000E+000
   0.19474025225729719E-007  -0.231023435E-006   0.000000000E+000
   0.19489431891256404E-007  -0.231023463E-006   0.000000000E+000
   0.19504838556783088E-007  -0.231023492E-006   0.000000000E+000
   0.19520245222309773E-007  -0.231023421E-006   0.000000000E+000
   0.19535651887836458E-007  -0.231023336E-006   0.000000000E+000
   0.19551058553363143E-007  -0.231023421E-006   0.000000000E+000
   0.19566465218889828E-007  -0.231023535E-006   0.000000000E+000
   0.19581871884416513E-007  -0.231023492E-006   0.000000000E+000
   0.19597278549943198E-007  -0.231023378E-006   0.000000000E+000
   0.19612685215469883E-007  -0.231023392E-006   0.000000000E+000
   0.19628091880996568E-007  -0.231023492E-006   0.000000000E+000
   0.19643498546523253E-007  -0.231023492E-006   0.000000000E+000
   0.19658905212049937E-007  -0.231023392E-006   0.000000000E+000
   0.19674311877576622E-007  -0.231023378E-006   0.000000000E+000
   0.19689718543103307E-007  -0.231023435E-006   0.000000000E+000
   0.19705125208629992E-007  -0.231023478E-006   0.000000000E+000
   0.19720531874156677E-007  -0.231023463E-006   0.000000000E+000
   0.19735938539683362E-007  -0.231023449E-006   0.000000000E+000
   0.19751345205210047E-007  -0.231023435E-006   0.000000000E+000
   0.19766751870736732E-007  -0.231023435E-006   0.000000000E+000
   0.19782158536263417E-007  -0.231023435E-006   0.000000000E+000
   0.19797565201790102E-007  -0.231023463E-006   0.000000000E+000
   0.19812971867316787E-007  -0.231023463E-006   0.000000000E+000
   0.19828378532843471E-007  -0.231023449E-006   0.000000000E+000
   0.19843785198370156E-007  -0.231023421E-006   0.000000000E+000
   0.19859191863896841E-007  -0.231023378E-006   0.000000000E+000
   0.19874598529423526E-007  -0.231023421E-006   0.000000000E+000
   0.19890005194950211E-007  -0.231023492E-006   0.000000000E+000
   0.19905411860476896E-007  -0.231023478E-006   0.000000000E+000
   0.19920818526003581E-007  -0.231023407E-006   0.000000000E+000
   0.19936225191530266E-007  -0.231023350E-006   0.000000000E+000
   0.19951631857056951E-007  -0.231023407E-006   0.000000000E+000
   0.19967038522583636E-007  -0.231023478E-006   0.000000000E+000
   0.19982445188110320E-007  -0.231023463E-006   0.000000000E+000
   0.19997851853637005E-007  -0.231023421E-006   0.000000000E+000
